id,session_id,distraction_type,timestamp,hour_of_day,day_of_week,focus_duration_minutes
1076,1,TAB_SWITCH,2026-05-28 13:38:16.034744,13,3,12.4
1077,1,TAB_SWITCH,2026-05-28 12:25:16.034744,12,3,10.5
1078,1,TAB_SWITCH,2026-05-29 16:28:16.034744,16,4,12.5
1079,1,TAB_SWITCH,2026-05-28 00:47:16.034744,0,3,2.1
1080,1,TAB_SWITCH,2026-05-30 00:01:16.034744,0,5,10.9
1081,1,TAB_SWITCH,2026-05-29 18:12:16.034744,18,4,13.8
1082,1,FATIGUE_EYE_CLOSURE,2026-05-28 11:59:16.034744,11,3,24.5
1083,1,TAB_SWITCH,2026-05-29 06:18:16.034744,6,4,9.4
1084,1,TAB_SWITCH,2026-05-29 18:53:16.034744,18,4,8.0
1085,1,FATIGUE_EYE_CLOSURE,2026-05-28 20:03:16.034744,20,3,23.0
1086,1,TAB_SWITCH,2026-05-30 23:14:16.034744,23,5,16.6
1087,1,TAB_SWITCH,2026-05-29 19:25:16.034744,19,4,13.6
1088,1,TAB_SWITCH,2026-05-31 12:57:16.034744,12,6,9.4
1089,1,TAB_SWITCH,2026-05-27 14:40:16.034744,14,2,14.6
1090,1,TAB_SWITCH,2026-05-31 14:38:16.034744,14,6,12.5
1091,1,TAB_SWITCH,2026-05-30 07:36:16.034744,7,5,16.8
1092,1,TAB_SWITCH,2026-05-30 08:51:16.034744,8,5,8.5
1093,1,TAB_SWITCH,2026-05-29 13:46:16.034744,13,4,10.4
1094,1,TAB_SWITCH,2026-05-30 11:18:16.034744,11,5,10.0
1095,1,TAB_SWITCH,2026-05-28 02:44:16.034744,2,3,4.7
1096,1,FATIGUE_EYE_CLOSURE,2026-05-31 07:15:16.034744,7,6,20.9
1097,1,TAB_SWITCH,2026-05-28 09:04:16.034744,9,3,13.3
1098,1,FATIGUE_EYE_CLOSURE,2026-05-28 17:36:16.034744,17,3,20.2
1099,1,TAB_SWITCH,2026-05-29 10:29:16.034744,10,4,10.8
1100,1,FATIGUE_EYE_CLOSURE,2026-05-31 00:14:16.034744,0,6,25.0
1101,1,TAB_SWITCH,2026-05-30 18:05:16.034744,18,5,9.9
1102,1,TAB_SWITCH,2026-05-29 22:53:16.034744,22,4,10.3
1103,1,FATIGUE_EYE_CLOSURE,2026-05-28 12:22:16.034744,12,3,27.4
1104,1,TAB_SWITCH,2026-05-30 23:29:16.034744,23,5,11.2
1105,1,TAB_SWITCH,2026-05-30 20:22:16.034744,20,5,14.0
1106,1,TAB_SWITCH,2026-05-31 00:29:16.034744,0,6,21.4
1107,1,TAB_SWITCH,2026-05-29 01:24:16.034744,1,4,12.9
1108,1,TAB_SWITCH,2026-05-29 17:31:16.034744,17,4,13.3
1109,1,FATIGUE_EYE_CLOSURE,2026-05-28 22:13:16.034744,22,3,28.0
1110,1,TAB_SWITCH,2026-05-31 17:17:16.034744,17,6,2.4
1111,1,TAB_SWITCH,2026-05-31 14:24:16.034744,14,6,11.9
1112,1,FATIGUE_EYE_CLOSURE,2026-05-30 10:26:16.034744,10,5,23.1
1113,1,TAB_SWITCH,2026-05-30 03:31:16.034744,3,5,24.3
1114,1,FATIGUE_EYE_CLOSURE,2026-05-29 15:35:16.034744,15,4,31.8
1115,1,TAB_SWITCH,2026-05-29 01:13:16.034744,1,4,13.5
1116,1,TAB_SWITCH,2026-05-29 14:01:16.034744,14,4,11.8
1117,1,TAB_SWITCH,2026-05-29 16:13:16.034744,16,4,6.2
1118,1,TAB_SWITCH,2026-05-28 08:01:16.034744,8,3,17.7
1119,1,TAB_SWITCH,2026-05-29 05:04:16.034744,5,4,15.8
1120,1,TAB_SWITCH,2026-05-30 00:18:16.034744,0,5,16.0
1121,1,TAB_SWITCH,2026-05-27 22:52:16.034744,22,2,7.5
1122,1,TAB_SWITCH,2026-05-28 01:10:16.034744,1,3,19.0
1123,1,FATIGUE_EYE_CLOSURE,2026-05-30 23:26:16.034744,23,5,27.4
1124,1,TAB_SWITCH,2026-05-31 08:32:16.034744,8,6,14.9
1125,1,FATIGUE_EYE_CLOSURE,2026-05-29 00:19:16.034744,0,4,20.0
1126,1,FATIGUE_EYE_CLOSURE,2026-05-29 22:11:16.034744,22,4,18.0
1127,1,TAB_SWITCH,2026-05-31 11:59:16.034744,11,6,9.2
1128,1,TAB_SWITCH,2026-05-29 12:28:16.034744,12,4,12.5
1129,1,TAB_SWITCH,2026-05-28 04:34:16.034744,4,3,9.5
1130,1,TAB_SWITCH,2026-05-30 01:45:16.034744,1,5,4.2
1131,1,TAB_SWITCH,2026-05-30 16:18:16.034744,16,5,12.3
1132,1,TAB_SWITCH,2026-05-30 03:55:16.034744,3,5,6.7
1133,1,FATIGUE_EYE_CLOSURE,2026-05-31 03:32:16.034744,3,6,20.3
1134,1,TAB_SWITCH,2026-05-29 18:08:16.034744,18,4,7.4
1135,1,FATIGUE_EYE_CLOSURE,2026-05-30 05:42:16.034744,5,5,15.4
1136,1,FATIGUE_EYE_CLOSURE,2026-05-28 19:24:16.034744,19,3,25.3
1137,1,TAB_SWITCH,2026-05-29 22:50:16.034744,22,4,10.4
1138,1,TAB_SWITCH,2026-05-30 05:22:16.034744,5,5,16.1
1139,1,TAB_SWITCH,2026-05-29 01:40:16.034744,1,4,5.8
1140,1,TAB_SWITCH,2026-05-29 09:22:16.034744,9,4,13.1
1141,1,TAB_SWITCH,2026-05-28 08:55:16.034744,8,3,18.5
1142,1,TAB_SWITCH,2026-05-28 11:48:16.034744,11,3,4.0
1143,1,FATIGUE_EYE_CLOSURE,2026-05-30 06:00:16.034744,6,5,16.0
1144,1,TAB_SWITCH,2026-05-30 17:17:16.034744,17,5,13.3
1145,1,TAB_SWITCH,2026-05-29 12:28:16.034744,12,4,15.9
1146,1,FATIGUE_EYE_CLOSURE,2026-05-29 03:47:16.034744,3,4,11.2
1147,1,TAB_SWITCH,2026-05-31 03:25:16.034744,3,6,5.4
1148,1,TAB_SWITCH,2026-05-29 07:09:16.034744,7,4,14.6
1149,1,FATIGUE_EYE_CLOSURE,2026-05-30 08:34:16.034744,8,5,24.8
1150,1,FATIGUE_EYE_CLOSURE,2026-05-30 18:37:16.034744,18,5,29.4
1151,1,TAB_SWITCH,2026-05-30 21:19:16.034744,21,5,13.7
1152,1,TAB_SWITCH,2026-05-31 07:08:16.034744,7,6,8.6
1153,1,TAB_SWITCH,2026-05-30 04:32:16.034744,4,5,13.2
1154,1,FATIGUE_EYE_CLOSURE,2026-05-28 23:05:16.034744,23,3,32.3
1155,1,TAB_SWITCH,2026-05-31 08:15:16.034744,8,6,8.4
1156,1,FATIGUE_EYE_CLOSURE,2026-05-27 15:16:16.034744,15,2,22.1
1157,1,TAB_SWITCH,2026-05-28 17:14:16.034744,17,3,14.4
1158,1,TAB_SWITCH,2026-05-31 00:12:16.034744,0,6,6.0
1159,1,FATIGUE_EYE_CLOSURE,2026-05-30 18:14:16.034744,18,5,21.4
1160,1,TAB_SWITCH,2026-05-29 02:33:16.034744,2,4,7.1
1161,1,TAB_SWITCH,2026-05-31 05:10:16.034744,5,6,15.9
1162,1,TAB_SWITCH,2026-05-28 04:04:16.034744,4,3,17.8
1163,1,TAB_SWITCH,2026-05-29 17:55:16.034744,17,4,7.9
1164,1,TAB_SWITCH,2026-05-30 12:44:16.034744,12,5,16.8
1165,1,FATIGUE_EYE_CLOSURE,2026-05-29 06:22:16.034744,6,4,22.4
1166,1,FATIGUE_EYE_CLOSURE,2026-05-27 19:31:16.034744,19,2,21.0
1167,1,TAB_SWITCH,2026-05-27 22:43:16.034744,22,2,21.5
1168,1,TAB_SWITCH,2026-05-30 14:15:16.034744,14,5,10.8
1169,1,TAB_SWITCH,2026-05-27 21:31:16.034744,21,2,8.2
1170,1,TAB_SWITCH,2026-05-31 00:21:16.034744,0,6,7.6
1171,1,TAB_SWITCH,2026-05-31 09:13:16.034744,9,6,7.9
1172,1,TAB_SWITCH,2026-05-31 14:21:16.034744,14,6,11.6
1173,1,FATIGUE_EYE_CLOSURE,2026-05-28 22:34:16.034744,22,3,20.5
1174,1,TAB_SWITCH,2026-05-29 22:27:16.034744,22,4,13.4
1175,1,FATIGUE_EYE_CLOSURE,2026-05-28 09:04:16.034744,9,3,18.9
1176,1,FATIGUE_EYE_CLOSURE,2026-05-30 22:33:16.034744,22,5,17.6
1177,1,TAB_SWITCH,2026-05-28 18:50:16.034744,18,3,19.3
1178,1,TAB_SWITCH,2026-05-31 04:33:16.034744,4,6,10.7
1179,1,FATIGUE_EYE_CLOSURE,2026-05-30 01:26:16.034744,1,5,27.1
1180,1,TAB_SWITCH,2026-05-28 21:28:16.034744,21,3,15.1
1181,1,TAB_SWITCH,2026-05-28 23:41:16.034744,23,3,7.7
1182,1,TAB_SWITCH,2026-05-29 18:54:16.034744,18,4,6.6
1183,1,TAB_SWITCH,2026-05-30 11:06:16.034744,11,5,14.4
1184,1,TAB_SWITCH,2026-05-28 08:24:16.034744,8,3,10.9
1185,1,TAB_SWITCH,2026-05-29 22:12:16.034744,22,4,15.6
1186,1,TAB_SWITCH,2026-05-31 10:38:16.034744,10,6,14.4
1187,1,TAB_SWITCH,2026-05-31 01:04:16.034744,1,6,11.6
1188,1,TAB_SWITCH,2026-05-28 09:23:16.034744,9,3,7.8
1189,1,FATIGUE_EYE_CLOSURE,2026-05-31 09:41:16.034744,9,6,23.8
1190,1,TAB_SWITCH,2026-05-31 13:57:16.034744,13,6,9.8
1191,1,TAB_SWITCH,2026-05-29 04:33:16.034744,4,4,16.3
1192,1,TAB_SWITCH,2026-05-29 07:39:16.034744,7,4,13.1
1193,1,FATIGUE_EYE_CLOSURE,2026-05-30 06:49:16.034744,6,5,24.5
1194,1,FATIGUE_EYE_CLOSURE,2026-05-29 08:10:16.034744,8,4,24.4
1195,1,FATIGUE_EYE_CLOSURE,2026-05-29 15:20:16.034744,15,4,20.8
1196,1,TAB_SWITCH,2026-05-29 20:55:16.034744,20,4,7.6
1197,1,TAB_SWITCH,2026-05-30 05:28:16.034744,5,5,12.8
1198,1,TAB_SWITCH,2026-05-31 08:41:16.034744,8,6,12.3
1199,1,TAB_SWITCH,2026-05-29 14:08:16.034744,14,4,6.3
1200,1,TAB_SWITCH,2026-05-28 10:35:16.034744,10,3,13.8
1201,1,TAB_SWITCH,2026-05-30 08:44:16.034744,8,5,14.8
1202,1,FATIGUE_EYE_CLOSURE,2026-05-30 18:35:16.034744,18,5,19.2
1203,1,FATIGUE_EYE_CLOSURE,2026-05-28 18:48:16.034744,18,3,16.4
1204,1,FATIGUE_EYE_CLOSURE,2026-05-29 00:34:16.034744,0,4,15.8
1205,1,FATIGUE_EYE_CLOSURE,2026-05-28 13:07:16.034744,13,3,24.4
1206,1,TAB_SWITCH,2026-05-29 19:58:16.034744,19,4,14.6
1207,1,TAB_SWITCH,2026-05-31 10:46:16.034744,10,6,14.6
1208,1,FATIGUE_EYE_CLOSURE,2026-05-28 18:37:16.034744,18,3,13.7
1209,1,TAB_SWITCH,2026-05-31 17:13:16.034744,17,6,31.3
1210,1,TAB_SWITCH,2026-05-29 04:18:16.034744,4,4,14.9
1211,1,FATIGUE_EYE_CLOSURE,2026-05-30 21:16:16.034744,21,5,21.6
1212,1,TAB_SWITCH,2026-05-27 23:46:16.034744,23,2,16.8
1213,1,TAB_SWITCH,2026-05-28 04:27:16.034744,4,3,15.3
1214,1,FATIGUE_EYE_CLOSURE,2026-05-30 08:45:16.034744,8,5,21.8
1215,1,TAB_SWITCH,2026-05-29 05:37:16.034744,5,4,15.8
1216,1,TAB_SWITCH,2026-05-27 16:03:16.034744,16,2,8.1
1217,1,FATIGUE_EYE_CLOSURE,2026-05-28 14:57:16.034744,14,3,22.6
1218,1,FATIGUE_EYE_CLOSURE,2026-05-31 09:33:16.034744,9,6,20.5
1219,1,TAB_SWITCH,2026-05-29 15:54:16.034744,15,4,12.4
1220,1,FATIGUE_EYE_CLOSURE,2026-05-30 05:11:16.034744,5,5,23.2
1221,1,TAB_SWITCH,2026-05-30 14:30:16.034744,14,5,2.7
1222,1,FATIGUE_EYE_CLOSURE,2026-05-29 16:56:16.034744,16,4,16.6
1223,1,FATIGUE_EYE_CLOSURE,2026-05-28 08:21:16.034744,8,3,25.0
1224,1,TAB_SWITCH,2026-05-29 09:02:16.034744,9,4,9.6
1225,1,FATIGUE_EYE_CLOSURE,2026-05-30 03:13:16.034744,3,5,21.3
1226,1,TAB_SWITCH,2026-05-31 08:03:16.034744,8,6,12.3
1227,1,TAB_SWITCH,2026-05-29 04:14:16.034744,4,4,6.6
1228,1,TAB_SWITCH,2026-05-28 14:53:16.034744,14,3,8.4
1229,1,TAB_SWITCH,2026-05-30 11:47:16.034744,11,5,15.4
1230,1,TAB_SWITCH,2026-05-31 08:23:16.034744,8,6,8.3
1231,1,FATIGUE_EYE_CLOSURE,2026-05-31 13:27:16.034744,13,6,18.1
1232,1,TAB_SWITCH,2026-05-29 13:56:16.034744,13,4,12.2
1233,1,TAB_SWITCH,2026-05-30 16:24:16.034744,16,5,8.7
1234,1,TAB_SWITCH,2026-05-29 03:07:16.034744,3,4,22.7
1235,1,FATIGUE_EYE_CLOSURE,2026-05-28 20:35:16.034744,20,3,23.9
1236,1,TAB_SWITCH,2026-05-29 14:35:16.034744,14,4,1.9
1237,1,TAB_SWITCH,2026-05-30 17:38:16.034744,17,5,12.9
1238,1,TAB_SWITCH,2026-05-30 03:47:16.034744,3,5,8.7
1239,1,TAB_SWITCH,2026-05-30 13:35:16.034744,13,5,16.3
1240,1,FATIGUE_EYE_CLOSURE,2026-05-28 00:12:16.034744,0,3,14.6
1241,1,TAB_SWITCH,2026-05-31 13:06:16.034744,13,6,11.4
1242,1,FATIGUE_EYE_CLOSURE,2026-05-29 07:16:16.034744,7,4,19.5
1243,1,TAB_SWITCH,2026-05-28 02:30:16.034744,2,3,16.3
1244,1,TAB_SWITCH,2026-05-30 07:43:16.034744,7,5,6.0
1245,1,TAB_SWITCH,2026-05-30 05:34:16.034744,5,5,10.3
1246,1,FATIGUE_EYE_CLOSURE,2026-05-28 11:09:16.034744,11,3,22.7
1247,1,FATIGUE_EYE_CLOSURE,2026-05-28 05:23:16.034744,5,3,19.0
1248,1,TAB_SWITCH,2026-05-31 05:25:16.034744,5,6,20.8
1249,1,FATIGUE_EYE_CLOSURE,2026-05-29 01:17:16.034744,1,4,16.4
1250,1,TAB_SWITCH,2026-05-29 19:08:16.034744,19,4,5.7
1251,1,FATIGUE_EYE_CLOSURE,2026-05-30 22:54:16.034744,22,5,16.6
1252,1,FATIGUE_EYE_CLOSURE,2026-05-31 11:46:16.034744,11,6,18.1
1253,1,TAB_SWITCH,2026-05-30 00:51:16.034744,0,5,17.2
1254,1,FATIGUE_EYE_CLOSURE,2026-05-27 16:35:16.034744,16,2,18.2
1255,1,TAB_SWITCH,2026-05-31 08:08:16.034744,8,6,9.6
1256,1,TAB_SWITCH,2026-05-30 10:02:16.034744,10,5,18.3
1257,1,TAB_SWITCH,2026-05-28 10:59:16.034744,10,3,8.5
1258,1,TAB_SWITCH,2026-05-28 13:10:16.034744,13,3,14.2
1259,1,TAB_SWITCH,2026-05-29 21:07:16.034744,21,4,15.9
1260,1,FATIGUE_EYE_CLOSURE,2026-05-30 12:18:16.034744,12,5,19.7
1261,1,TAB_SWITCH,2026-05-29 21:41:16.034744,21,4,11.7
1262,1,FATIGUE_EYE_CLOSURE,2026-05-30 19:22:16.034744,19,5,32.2
1263,1,TAB_SWITCH,2026-05-28 01:03:16.034744,1,3,6.9
1264,1,TAB_SWITCH,2026-05-30 23:11:16.034744,23,5,10.7
1265,1,FATIGUE_EYE_CLOSURE,2026-05-28 12:36:16.034744,12,3,19.2
1266,1,TAB_SWITCH,2026-05-31 16:07:16.034744,16,6,20.2
1267,1,FATIGUE_EYE_CLOSURE,2026-05-28 07:43:16.034744,7,3,29.1
1268,1,TAB_SWITCH,2026-05-28 23:50:16.034744,23,3,9.8
1269,1,TAB_SWITCH,2026-05-28 05:03:16.034744,5,3,12.7
1270,1,FATIGUE_EYE_CLOSURE,2026-05-31 00:53:16.034744,0,6,24.8
1271,1,TAB_SWITCH,2026-05-28 08:17:16.034744,8,3,4.8
1272,1,FATIGUE_EYE_CLOSURE,2026-05-31 07:29:16.034744,7,6,24.5
1273,1,TAB_SWITCH,2026-05-31 12:59:16.034744,12,6,12.1
1274,1,TAB_SWITCH,2026-05-31 12:57:16.034744,12,6,7.1
1275,1,TAB_SWITCH,2026-05-31 03:37:16.034744,3,6,14.3
1276,1,TAB_SWITCH,2026-05-29 07:58:16.034744,7,4,13.0
1277,1,TAB_SWITCH,2026-05-30 10:03:16.034744,10,5,9.0
1278,1,TAB_SWITCH,2026-05-31 10:25:16.034744,10,6,12.3
1279,1,TAB_SWITCH,2026-05-29 23:39:16.034744,23,4,10.1
1280,1,TAB_SWITCH,2026-05-28 13:11:16.034744,13,3,12.6
1281,1,TAB_SWITCH,2026-05-28 08:15:16.034744,8,3,15.3
1282,1,TAB_SWITCH,2026-05-28 10:23:16.034744,10,3,19.9
1283,1,TAB_SWITCH,2026-05-29 18:31:16.034744,18,4,5.8
1284,1,FATIGUE_EYE_CLOSURE,2026-05-30 06:57:16.034744,6,5,24.2
1285,1,TAB_SWITCH,2026-05-31 12:24:16.034744,12,6,2.2
1286,1,TAB_SWITCH,2026-05-28 12:02:16.034744,12,3,11.2
1287,1,TAB_SWITCH,2026-05-29 04:25:16.034744,4,4,14.9
1288,1,TAB_SWITCH,2026-05-30 21:45:16.034744,21,5,13.4
1289,1,FATIGUE_EYE_CLOSURE,2026-05-28 01:36:16.034744,1,3,15.4
1290,1,FATIGUE_EYE_CLOSURE,2026-05-28 12:05:16.034744,12,3,23.7
1291,1,TAB_SWITCH,2026-05-27 21:27:16.034744,21,2,9.5
1292,1,TAB_SWITCH,2026-05-28 23:53:16.034744,23,3,9.1
1293,1,TAB_SWITCH,2026-05-27 17:05:16.034744,17,2,16.2
1294,1,FATIGUE_EYE_CLOSURE,2026-05-29 17:24:16.034744,17,4,17.7
1295,1,FATIGUE_EYE_CLOSURE,2026-05-27 23:48:16.034744,23,2,26.2
1296,1,TAB_SWITCH,2026-05-29 02:16:16.034744,2,4,16.5
1297,1,TAB_SWITCH,2026-05-29 14:43:16.034744,14,4,13.5
1298,1,TAB_SWITCH,2026-05-27 17:41:16.034744,17,2,16.1
1299,1,TAB_SWITCH,2026-05-29 21:40:16.034744,21,4,15.1
1300,1,TAB_SWITCH,2026-05-29 16:42:16.034744,16,4,7.9
1301,1,TAB_SWITCH,2026-05-31 10:28:16.034744,10,6,9.2
1302,1,TAB_SWITCH,2026-05-29 02:00:16.034744,2,4,15.7
1303,1,TAB_SWITCH,2026-05-29 17:52:16.034744,17,4,15.1
1304,1,TAB_SWITCH,2026-05-27 20:19:16.034744,20,2,11.9
1305,1,TAB_SWITCH,2026-05-29 22:06:16.034744,22,4,12.6
1306,1,TAB_SWITCH,2026-05-30 12:12:16.034744,12,5,18.4
1307,1,TAB_SWITCH,2026-05-29 06:19:16.034744,6,4,9.0
1308,1,FATIGUE_EYE_CLOSURE,2026-05-31 00:48:16.034744,0,6,27.0
1309,1,TAB_SWITCH,2026-05-31 10:49:16.034744,10,6,11.0
1310,1,TAB_SWITCH,2026-05-29 12:36:16.034744,12,4,10.9
1311,1,TAB_SWITCH,2026-05-31 09:10:16.034744,9,6,17.5
1312,1,TAB_SWITCH,2026-05-28 02:40:16.034744,2,3,16.1
1313,1,FATIGUE_EYE_CLOSURE,2026-05-29 18:06:16.034744,18,4,22.8
1314,1,FATIGUE_EYE_CLOSURE,2026-05-29 08:22:16.034744,8,4,26.1
1315,1,TAB_SWITCH,2026-05-30 13:28:16.034744,13,5,12.1
1316,1,TAB_SWITCH,2026-05-28 06:31:16.034744,6,3,15.4
1317,1,TAB_SWITCH,2026-05-28 11:15:16.034744,11,3,10.4
1318,1,TAB_SWITCH,2026-05-31 03:58:16.034744,3,6,13.6
1319,1,FATIGUE_EYE_CLOSURE,2026-05-28 07:25:16.034744,7,3,26.3
1320,1,FATIGUE_EYE_CLOSURE,2026-05-31 12:09:16.034744,12,6,19.9
1321,1,FATIGUE_EYE_CLOSURE,2026-05-28 17:32:16.034744,17,3,27.6
1322,1,TAB_SWITCH,2026-05-28 22:15:16.034744,22,3,7.9
1323,1,FATIGUE_EYE_CLOSURE,2026-05-29 17:34:16.034744,17,4,20.5
1324,1,TAB_SWITCH,2026-05-28 03:56:16.034744,3,3,7.0
1325,1,TAB_SWITCH,2026-05-28 16:45:16.034744,16,3,5.9
1326,1,TAB_SWITCH,2026-05-28 19:41:16.034744,19,3,17.8
1327,1,TAB_SWITCH,2026-05-28 20:48:16.034744,20,3,16.0
1328,1,TAB_SWITCH,2026-05-30 19:56:16.034744,19,5,15.1
1329,1,TAB_SWITCH,2026-05-31 14:09:16.034744,14,6,15.1
1330,1,TAB_SWITCH,2026-05-28 18:23:16.034744,18,3,11.9
1331,1,TAB_SWITCH,2026-05-28 22:17:16.034744,22,3,7.5
1332,1,TAB_SWITCH,2026-05-30 16:37:16.034744,16,5,12.4
1333,1,TAB_SWITCH,2026-05-29 14:58:16.034744,14,4,8.6
1334,1,TAB_SWITCH,2026-05-29 14:40:16.034744,14,4,16.9
1335,1,TAB_SWITCH,2026-05-31 13:53:16.034744,13,6,11.3
1336,1,TAB_SWITCH,2026-05-28 09:17:16.034744,9,3,7.9
1337,1,TAB_SWITCH,2026-05-28 18:50:16.034744,18,3,10.4
